0.12279,0.12279,0.98481,0.052656
0.53142,0.10313,0.84081,0.099572
0.10313,0.53142,0.84081,0.099572
0.2357,0.2357,0.94281,0.088037
0.84081,0.10313,0.53142,0.099572
0.98481,0.12279,0.12279,0.052656
0.84081,0.53142,0.10313,0.099572
0.94281,0.2357,0.2357,0.088037
0.10313,0.84081,0.53142,0.099572
0.53142,0.84081,0.10313,0.099572
0.12279,0.98481,0.12279,0.052656
0.2357,0.94281,0.2357,0.088037
0.68695,0.68695,0.23708,0.13202
0.23708,0.68695,0.68695,0.13202
0.68695,0.23708,0.68695,0.13202
0.57735,0.57735,0.57735,0.15521
-0.12279,0.12279,0.98481,0.052656
-0.53142,0.10313,0.84081,0.099572
-0.10313,0.53142,0.84081,0.099572
-0.2357,0.2357,0.94281,0.088037
-0.84081,0.10313,0.53142,0.099572
-0.98481,0.12279,0.12279,0.052656
-0.84081,0.53142,0.10313,0.099572
-0.94281,0.2357,0.2357,0.088037
-0.10313,0.84081,0.53142,0.099572
-0.53142,0.84081,0.10313,0.099572
-0.12279,0.98481,0.12279,0.052656
-0.2357,0.94281,0.2357,0.088037
-0.68695,0.68695,0.23708,0.13202
-0.23708,0.68695,0.68695,0.13202
-0.68695,0.23708,0.68695,0.13202
-0.57735,0.57735,0.57735,0.15521
0.12279,-0.12279,0.98481,0.052656
0.53142,-0.10313,0.84081,0.099572
0.10313,-0.53142,0.84081,0.099572
0.2357,-0.2357,0.94281,0.088037
0.84081,-0.10313,0.53142,0.099572
0.98481,-0.12279,0.12279,0.052656
0.84081,-0.53142,0.10313,0.099572
0.94281,-0.2357,0.2357,0.088037
0.10313,-0.84081,0.53142,0.099572
0.53142,-0.84081,0.10313,0.099572
0.12279,-0.98481,0.12279,0.052656
0.2357,-0.94281,0.2357,0.088037
0.68695,-0.68695,0.23708,0.13202
0.23708,-0.68695,0.68695,0.13202
0.68695,-0.23708,0.68695,0.13202
0.57735,-0.57735,0.57735,0.15521
-0.12279,-0.12279,0.98481,0.052656
-0.53142,-0.10313,0.84081,0.099572
-0.10313,-0.53142,0.84081,0.099572
-0.2357,-0.2357,0.94281,0.088037
-0.84081,-0.10313,0.53142,0.099572
-0.98481,-0.12279,0.12279,0.052656
-0.84081,-0.53142,0.10313,0.099572
-0.94281,-0.2357,0.2357,0.088037
-0.10313,-0.84081,0.53142,0.099572
-0.53142,-0.84081,0.10313,0.099572
-0.12279,-0.98481,0.12279,0.052656
-0.2357,-0.94281,0.2357,0.088037
-0.68695,-0.68695,0.23708,0.13202
-0.23708,-0.68695,0.68695,0.13202
-0.68695,-0.23708,0.68695,0.13202
-0.57735,-0.57735,0.57735,0.15521
0.12279,0.12279,-0.98481,0.052656
0.53142,0.10313,-0.84081,0.099572
0.10313,0.53142,-0.84081,0.099572
0.2357,0.2357,-0.94281,0.088037
0.84081,0.10313,-0.53142,0.099572
0.98481,0.12279,-0.12279,0.052656
0.84081,0.53142,-0.10313,0.099572
0.94281,0.2357,-0.2357,0.088037
0.10313,0.84081,-0.53142,0.099572
0.53142,0.84081,-0.10313,0.099572
0.12279,0.98481,-0.12279,0.052656
0.2357,0.94281,-0.2357,0.088037
0.68695,0.68695,-0.23708,0.13202
0.23708,0.68695,-0.68695,0.13202
0.68695,0.23708,-0.68695,0.13202
0.57735,0.57735,-0.57735,0.15521
-0.12279,0.12279,-0.98481,0.052656
-0.53142,0.10313,-0.84081,0.099572
-0.10313,0.53142,-0.84081,0.099572
-0.2357,0.2357,-0.94281,0.088037
-0.84081,0.10313,-0.53142,0.099572
-0.98481,0.12279,-0.12279,0.052656
-0.84081,0.53142,-0.10313,0.099572
-0.94281,0.2357,-0.2357,0.088037
-0.10313,0.84081,-0.53142,0.099572
-0.53142,0.84081,-0.10313,0.099572
-0.12279,0.98481,-0.12279,0.052656
-0.2357,0.94281,-0.2357,0.088037
-0.68695,0.68695,-0.23708,0.13202
-0.23708,0.68695,-0.68695,0.13202
-0.68695,0.23708,-0.68695,0.13202
-0.57735,0.57735,-0.57735,0.15521
0.12279,-0.12279,-0.98481,0.052656
0.53142,-0.10313,-0.84081,0.099572
0.10313,-0.53142,-0.84081,0.099572
0.2357,-0.2357,-0.94281,0.088037
0.84081,-0.10313,-0.53142,0.099572
0.98481,-0.12279,-0.12279,0.052656
0.84081,-0.53142,-0.10313,0.099572
0.94281,-0.2357,-0.2357,0.088037
0.10313,-0.84081,-0.53142,0.099572
0.53142,-0.84081,-0.10313,0.099572
0.12279,-0.98481,-0.12279,0.052656
0.2357,-0.94281,-0.2357,0.088037
0.68695,-0.68695,-0.23708,0.13202
0.23708,-0.68695,-0.68695,0.13202
0.68695,-0.23708,-0.68695,0.13202
0.57735,-0.57735,-0.57735,0.15521
-0.12279,-0.12279,-0.98481,0.052656
-0.53142,-0.10313,-0.84081,0.099572
-0.10313,-0.53142,-0.84081,0.099572
-0.2357,-0.2357,-0.94281,0.088037
-0.84081,-0.10313,-0.53142,0.099572
-0.98481,-0.12279,-0.12279,0.052656
-0.84081,-0.53142,-0.10313,0.099572
-0.94281,-0.2357,-0.2357,0.088037
-0.10313,-0.84081,-0.53142,0.099572
-0.53142,-0.84081,-0.10313,0.099572
-0.12279,-0.98481,-0.12279,0.052656
-0.2357,-0.94281,-0.2357,0.088037
-0.68695,-0.68695,-0.23708,0.13202
-0.23708,-0.68695,-0.68695,0.13202
-0.68695,-0.23708,-0.68695,0.13202
-0.57735,-0.57735,-0.57735,0.15521
