-1.4985,3.1006e-61
-1.4955,1.6095e-60
-1.4925,8.2719e-60
-1.4895,4.2091e-59
-1.4865,2.1205e-58
-1.4835,1.0577e-57
-1.4805,5.223e-57
-1.4775,2.5537e-56
-1.4745,1.2362e-55
-1.4715,5.9248e-55
-1.4685,2.8114e-54
-1.4655,1.3208e-53
-1.4625,6.1437e-53
-1.4595,2.8293e-52
-1.4565,1.2901e-51
-1.4535,5.8237e-51
-1.4505,2.6029e-50
-1.4476,1.1518e-49
-1.4446,5.0466e-49
-1.4416,2.1891e-48
-1.4386,9.4017e-48
-1.4356,3.9977e-47
-1.4326,1.683e-46
-1.4296,7.0152e-46
-1.4266,2.8951e-45
-1.4236,1.1829e-44
-1.4206,4.7853e-44
-1.4176,1.9167e-43
-1.4146,7.6006e-43
-1.4116,2.9842e-42
-1.4086,1.16e-41
-1.4056,4.4646e-41
-1.4026,1.7013e-40
-1.3996,6.4186e-40
-1.3966,2.3976e-39
-1.3936,8.8671e-39
-1.3906,3.2468e-38
-1.3876,1.1771e-37
-1.3846,4.2251e-37
-1.3816,1.5016e-36
-1.3786,5.2835e-36
-1.3756,1.8406e-35
-1.3726,6.3488e-35
-1.3696,2.1682e-34
-1.3666,7.331e-34
-1.3636,2.4542e-33
-1.3606,8.1347e-33
-1.3576,2.6696e-32
-1.3546,8.674e-32
-1.3516,2.7905e-31
-1.3487,8.8881e-31
-1.3457,2.803e-30
-1.3427,8.7519e-30
-1.3397,2.7056e-29
-1.3367,8.2816e-29
-1.3337,2.5098e-28
-1.3307,7.5308e-28
-1.3277,2.2373e-27
-1.3247,6.5809e-27
-1.3217,1.9166e-26
-1.3187,5.5265e-26
-1.3157,1.5778e-25
-1.3127,4.4601e-25
-1.3097,1.2483e-24
-1.3067,3.4591e-24
-1.3037,9.4908e-24
-1.3007,2.5782e-23
-1.2977,6.9347e-23
-1.2947,1.8468e-22
-1.2917,4.8696e-22
-1.2887,1.2713e-21
-1.2857,3.2862e-21
-1.2827,8.4107e-21
-1.2797,2.1314e-20
-1.2767,5.3477e-20
-1.2737,1.3285e-19
-1.2707,3.2678e-19
-1.2677,7.9587e-19
-1.2647,1.9192e-18
-1.2617,4.5822e-18
-1.2587,1.0833e-17
-1.2557,2.5356e-17
-1.2527,5.8766e-17
-1.2498,1.3486e-16
-1.2468,3.0641e-16
-1.2438,6.8935e-16
-1.2408,1.5356e-15
-1.2378,3.3869e-15
-1.2348,7.3965e-15
-1.2318,1.5994e-14
-1.2288,3.4245e-14
